osd_accession,sample_id,pc1,pc2,pc1_pct,pc2_pct,tissue_type,spaceflight,light_regime
OSD-772,322,0.20136776677741475,0.14575912773294922,15.7,10.3,swab,1,
OSD-772,323,0.09243106133597984,-0.26946645077074644,15.7,10.3,leaf,0,
OSD-772,324,-0.06851857455645839,0.12643166725904212,15.7,10.3,root,1,
OSD-772,325,0.17066774555125735,-0.14199021020042563,15.7,10.3,fruit,0,
OSD-772,326,-0.12793997782287952,0.034056009007006234,15.7,10.3,substrate,1,
OSD-772,327,0.24698001070541487,0.06854278521768738,15.7,10.3,swab,0,
OSD-772,328,-0.0002870045207559183,0.025987006742187672,15.7,10.3,leaf,1,
OSD-772,329,-0.07364303895525955,-0.03799091072268005,15.7,10.3,root,0,
OSD-772,330,-0.025911376845243198,0.1263093188368087,15.7,10.3,fruit,1,
OSD-772,331,-0.04269164484861944,-0.02382805803370432,15.7,10.3,substrate,0,
OSD-772,332,0.15244898882482918,-0.0062630570521348475,15.7,10.3,swab,1,
OSD-772,333,0.006111918249443279,-0.1640097274970536,15.7,10.3,leaf,0,
OSD-772,334,-0.13646082222959846,0.053526618316582335,15.7,10.3,root,1,
OSD-772,335,0.061928959137874835,-0.10069940581163608,15.7,10.3,fruit,0,
OSD-772,336,-0.1629762911775035,0.06369461086234185,15.7,10.3,substrate,1,
OSD-772,337,0.18399061031156955,0.0432749815680623,15.7,10.3,swab,0,
OSD-772,338,0.06507480314324728,0.018702276937712002,15.7,10.3,leaf,1,
OSD-772,339,-0.060155986571804175,-0.05491556991963671,15.7,10.3,root,0,
OSD-772,340,-0.02892729964908623,0.07228610519992239,15.7,10.3,fruit,1,
OSD-772,341,-0.14689876657753442,0.057681828737877035,15.7,10.3,substrate,0,
OSD-772,342,0.18437269184291785,0.07413440913264405,15.7,10.3,swab,1,
OSD-772,343,0.03976719844750202,-0.061714912068500764,15.7,10.3,leaf,0,
OSD-772,344,-0.060334579042368906,0.11753441281246,15.7,10.3,root,1,
OSD-772,345,-0.023233330450926713,-0.07338568297374679,15.7,10.3,fruit,0,
OSD-772,346,-0.21775488215395347,0.08673340806866048,15.7,10.3,substrate,1,
OSD-772,347,0.13249368297726993,-0.023870212691832194,15.7,10.3,swab,0,
OSD-772,348,0.044837545413396816,0.036533530109565,15.7,10.3,leaf,1,
OSD-772,349,-0.14076584354918062,-0.1324954526507249,15.7,10.3,root,0,
OSD-772,350,0.011894510737263143,-0.060545632154665845,15.7,10.3,fruit,1,
OSD-772,351,-0.1765842090199011,-0.07656143563634481,15.7,10.3,substrate,0,
OSD-772,352,0.09093896540904609,0.04308377724085441,15.7,10.3,swab,1,
OSD-772,353,0.009823765785671349,-0.1137589001110927,15.7,10.3,leaf,0,
OSD-772,354,-0.06669591803033048,0.01647716570196427,15.7,10.3,root,1,
OSD-772,355,-0.00047470941779516026,-0.15622145027588397,15.7,10.3,fruit,0,
OSD-772,356,-0.1655787249784679,0.09197315603146926,15.7,10.3,substrate,1,
OSD-772,357,0.2229891827855769,-0.10238144938986288,15.7,10.3,swab,0,
OSD-772,358,-0.0645001399181437,0.024825719380273194,15.7,10.3,leaf,1,
OSD-772,359,-0.15250721938124942,-0.0909781922637275,15.7,10.3,root,0,
OSD-772,360,0.06257938784876373,0.0822234303883949,15.7,10.3,fruit,1,
OSD-772,361,-0.15069805572215755,-0.13663389770936732,15.7,10.3,substrate,0,
OSD-772,362,0.08132978238417184,0.18181139873065189,15.7,10.3,swab,1,
OSD-772,363,-0.00956340934832942,-0.1816441206581342,15.7,10.3,leaf,0,
OSD-772,364,-0.0684297752147483,0.14749561091743535,15.7,10.3,root,1,
OSD-772,365,0.14433628960430145,-0.12720309371602842,15.7,10.3,fruit,0,
OSD-772,366,-0.0855864871332794,0.12322837462416723,15.7,10.3,substrate,1,
OSD-772,367,0.16304065554778097,0.10240200995024985,15.7,10.3,swab,0,
OSD-772,368,0.05056151498885962,-0.052709810325346995,15.7,10.3,leaf,1,
OSD-772,369,-0.09907036845247556,-0.13022275264573263,15.7,10.3,root,0,
OSD-772,370,0.026844905108766727,0.1429751444974053,15.7,10.3,fruit,1,
OSD-772,371,-0.06260937816467513,-0.015285760768760145,15.7,10.3,substrate,0,
OSD-772,372,0.1006739325077145,0.08959685101119101,15.7,10.3,swab,1,
OSD-772,373,0.03328073913860454,-0.10346326337515258,15.7,10.3,leaf,0,
OSD-772,374,-0.028164230496241234,0.026410448990143078,15.7,10.3,root,1,
OSD-772,375,0.08175320241222417,0.002218552742141373,15.7,10.3,fruit,0,
OSD-772,376,-0.12122709005569922,0.13794423256386895,15.7,10.3,substrate,1,
OSD-772,377,0.17452589651238,-0.05777221264295661,15.7,10.3,swab,0,
OSD-772,378,0.0036992232691170136,0.04758542820042329,15.7,10.3,leaf,1,
OSD-772,379,-0.08980454668055965,-0.025683535160915698,15.7,10.3,root,0,
OSD-772,380,0.0791621700447587,0.046434881054310116,15.7,10.3,fruit,1,
OSD-772,381,-0.15146537718473302,0.03540392457022732,15.7,10.3,substrate,0,
OSD-772,382,0.12927215721504726,0.05856644757280749,15.7,10.3,swab,1,
OSD-772,383,-0.024526698415567434,-0.03618159880866753,15.7,10.3,leaf,0,
OSD-773,384,-0.19941593660267848,-0.00876252894758668,19.2,11.8,leaf,1,
OSD-773,385,0.14429033708657996,0.007274735430692141,19.2,11.8,root,0,
OSD-773,386,-0.03348363574320109,0.020071995278440734,19.2,11.8,fruit,1,
OSD-773,387,0.1538831194326838,-0.09161198783301056,19.2,11.8,substrate,0,
OSD-773,388,-0.06573723102435658,0.15067260733143842,19.2,11.8,water,1,
OSD-773,389,-0.11388429564573013,-0.14267866970742085,19.2,11.8,swab,0,
OSD-773,390,-0.15350090409280198,0.04375933291962644,19.2,11.8,leaf,1,
OSD-773,391,0.13022794207189856,-0.08005501346554544,19.2,11.8,root,0,
OSD-773,392,-0.1692613037304947,0.018809375672653783,19.2,11.8,fruit,1,
OSD-773,393,0.2602540669580724,0.06473138542144365,19.2,11.8,substrate,0,
OSD-773,394,-0.00659776116234581,0.17746184755754008,19.2,11.8,water,1,
OSD-773,395,-0.040465147651721656,-0.16615221967507243,19.2,11.8,swab,0,
OSD-773,396,-0.0004559112111515744,0.014143297102228527,19.2,11.8,leaf,1,
OSD-773,397,0.166853677306823,0.019705822304946205,19.2,11.8,root,0,
OSD-773,398,-0.13954656473490298,0.034208525434319584,19.2,11.8,fruit,1,
OSD-773,399,0.1394297784325079,-0.06000161347624627,19.2,11.8,substrate,0,
OSD-773,400,0.0342905099268816,0.22045129195591012,19.2,11.8,water,1,
OSD-773,401,-0.09420087224972197,-0.19060210636778616,19.2,11.8,swab,0,
OSD-773,402,-0.1662483819918253,0.07351390475128736,19.2,11.8,leaf,1,
OSD-773,403,0.060694537420822266,0.09828547062328682,19.2,11.8,root,0,
OSD-773,404,-0.15327053239482874,-0.0119811397036258,19.2,11.8,fruit,1,
OSD-773,405,0.15081784479259472,-0.04324959891614041,19.2,11.8,substrate,0,
OSD-773,406,0.037877151321513564,0.08683834933666683,19.2,11.8,water,1,
OSD-773,407,-0.16033472022577022,-0.11128635855535521,19.2,11.8,swab,0,
OSD-773,408,-0.10525869459273902,-0.02978091591339442,19.2,11.8,leaf,1,
OSD-773,409,0.05081338310029114,0.08489517126371972,19.2,11.8,root,0,
OSD-773,410,-0.10774020255289103,-0.029643662628379787,19.2,11.8,fruit,1,
OSD-773,411,0.22940690927543597,-0.0194506193972098,19.2,11.8,substrate,0,
OSD-773,412,-0.023393645606387355,0.15511044382329298,19.2,11.8,water,1,
OSD-773,413,-0.07492158090278243,-0.1526523973245971,19.2,11.8,swab,0,
OSD-773,414,-0.07403058339961407,0.013831504776240455,19.2,11.8,leaf,1,
OSD-773,415,0.060362150071974215,0.043682972816025185,19.2,11.8,root,0,
OSD-773,416,-0.10174733055111046,-0.0026767875831040814,19.2,11.8,fruit,1,
OSD-773,417,0.19729073937371697,-0.015829511566647907,19.2,11.8,substrate,0,
OSD-773,418,0.0364059413315216,0.22727338469696168,19.2,11.8,water,1,
OSD-773,419,-0.08597067784049768,-0.07352497487661973,19.2,11.8,swab,0,
OSD-773,420,-0.1586588797544023,0.05473415813318608,19.2,11.8,leaf,1,
OSD-773,421,0.11399263888271596,0.006514518515752741,19.2,11.8,root,0,
OSD-773,422,-0.09134648039303257,-0.0708676884592109,19.2,11.8,fruit,1,
OSD-773,423,0.16753146089095847,-0.036186133367111545,19.2,11.8,substrate,0,
OSD-773,424,0.06556005949770359,0.16191236833461034,19.2,11.8,water,1,
OSD-773,425,-0.05025813495855678,-0.15591022779901928,19.2,11.8,swab,0,
OSD-773,426,-0.05189323651611361,0.03930099840111961,19.2,11.8,leaf,1,
OSD-773,427,0.09382319303426347,0.03158279686310754,19.2,11.8,root,0,
OSD-773,428,-0.11597671725909543,-0.028071482380020246,19.2,11.8,fruit,1,
OSD-773,429,0.22250841057266602,-0.09559894994346463,19.2,11.8,substrate,0,
OSD-773,430,0.058114992541559995,0.13976512947958578,19.2,11.8,water,1,
OSD-773,431,-0.005647927272379705,-0.19976451959153954,19.2,11.8,swab,0,
OSD-773,432,-0.07819707564273919,-0.020949846555453313,19.2,11.8,leaf,1,
OSD-773,433,0.10529191274709246,-0.024293026208566278,19.2,11.8,root,0,
OSD-773,434,-0.11761749371273289,-0.04427848046185515,19.2,11.8,fruit,1,
OSD-773,435,0.145281098724863,-0.04451736187184114,19.2,11.8,substrate,0,
OSD-773,436,-0.028227728270716762,0.14016533775002757,19.2,11.8,water,1,
OSD-773,437,-0.06570763592112078,-0.16662435184719962,19.2,11.8,swab,0,
OSD-773,438,-0.13828767780088103,0.0011553556074368901,19.2,11.8,leaf,1,
OSD-773,439,0.1772195396828066,-0.07355277188127404,19.2,11.8,root,0,
OSD-773,440,-0.10874885044029475,-0.027872220319443895,19.2,11.8,fruit,1,
OSD-773,441,0.24428949117295254,-0.07132545801007224,19.2,11.8,substrate,0,
OSD-773,442,0.03539986158380609,0.15456055527961618,19.2,11.8,water,1,
OSD-773,443,-0.049242135273294074,-0.07516948029880006,19.2,11.8,swab,0,
OSD-773,444,-0.06741521237100322,-0.017735808393872253,19.2,11.8,leaf,1,
OSD-773,445,0.1379444639235454,-0.06727244676137338,19.2,11.8,root,0,
OSD-773,446,-0.16134840648924395,0.06794936032654303,19.2,11.8,fruit,1,
OSD-773,447,0.16145737623047807,-0.061176654586655305,19.2,11.8,substrate,0,
OSD-773,448,-0.010386825001412093,0.11462264085223521,19.2,11.8,water,1,
OSD-773,449,0.0035255829972888923,-0.20010310448735183,19.2,11.8,swab,0,
OSD-773,450,-0.23532619231911298,0.040185644953963366,19.2,11.8,leaf,1,
OSD-773,451,0.14728174759275608,-0.015028815516273695,19.2,11.8,root,0,
OSD-773,452,-0.20906550766291654,-0.0350594429943221,19.2,11.8,fruit,1,
OSD-773,453,0.10663083044451442,0.028159999179845175,19.2,11.8,substrate,0,
OSD-773,454,-0.12362922778341136,0.17590729118390824,19.2,11.8,water,1,
OSD-773,455,-0.058187435617600286,-0.11077693429369796,19.2,11.8,swab,0,
OSD-773,456,-0.00987266731604573,0.048180062715898295,19.2,11.8,leaf,1,
OSD-773,457,0.16693205637686015,0.03396601607868581,19.2,11.8,root,0,
OSD-773,458,-0.1882378060586944,0.0456764401919021,19.2,11.8,fruit,1,
OSD-773,459,0.18856570074260404,-0.015480784543456779,19.2,11.8,substrate,0,
OSD-773,460,0.04434150733234838,0.18731896405438778,19.2,11.8,water,1,
OSD-773,461,-0.04584484513274653,-0.13882295988891447,19.2,11.8,swab,0,
